vehicle_id,manufacturer_id,dealer_id,customer_id,vin,model_name,vehicle_type,fuel_type,transmission,manufacturing_year,color,price,sale_date,vehicle_status,created_at
2142,14,9,500.0,KAXDAQSNTUHFZSXNL,Verna,Sedan,Petrol,Automatic,2022,Red,587954.0,2025-01-07,SOLD,2026-08-14 11:46:18
2143,5,49,6654.0,EEMXPLEUWHYEYMYRT,Camry,Sedan,Hybrid,Automatic,2021,Silver,1599594.0,2020-03-06,SOLD,2026-08-14 11:46:18
2144,3,24,1164.0,QHEPDQMBTCECIWQMQ,Seltos,SUV,Petrol,Automatic,2018,White,2169733.0,2024-03-13,SOLD,2026-08-14 11:46:18
2145,15,15,1539.0,CBACQTUCEIEERXQQP,Punch,SUV,Petrol,Manual,2018,Silver,4050451.0,2023-07-18,SOLD,2026-08-14 11:46:18
2146,17,29,,ILBWWMJJCYRNXUESF,Virtus,Sedan,Petrol,Automatic,2020,Silver,1581698.0,,AVAILABLE,2026-08-14 11:46:18
2147,10,5,,PTXBLCAAJGBXMYSUM,Thar,SUV,Diesel,Manual,2022,Red,3238018.0,,AVAILABLE,2026-08-14 11:46:18
2148,19,17,4329.0,NHMHLQXJYOKCAHZFT,Nexon EV,SUV,Electric,Automatic,2019,Grey,2293435.0,2024-02-05,SOLD,2026-08-14 11:46:18
2149,11,45,5232.0,FOXVGZLHPGFVOHOVH,City,Sedan,Petrol,Automatic,2019,Grey,1532706.0,2025-02-28,SOLD,2026-08-14 11:46:18
2150,17,41,7123.0,HXUMCZKBQADRMZLDT,Virtus,Sedan,Petrol,Automatic,2021,Red,3894162.0,2023-05-15,SOLD,2026-08-14 11:46:18
2151,11,25,3192.0,ZNZLAIYPKNLBBTVVQ,Harrier,SUV,Diesel,Automatic,2022,Grey,4651489.0,2023-08-13,SOLD,2026-08-14 11:46:18
2152,18,30,114.0,QRMXSNLZDHHYMACCX,Fortuner,SUV,Diesel,Automatic,2018,Black,4431802.0,2024-03-12,SOLD,2026-08-14 11:46:18
2153,8,48,1454.0,JZVGCWISZHWOHSTGU,Civic,Sedan,Petrol,Automatic,2021,White,2725994.0,2026-01-29,SOLD,2026-08-14 11:46:18
2154,4,37,,GVRTHQUSLYPOACOAT,Scorpio,SUV,Diesel,Manual,2024,Red,3518898.0,,AVAILABLE,2026-08-14 11:46:18
2155,8,14,2354.0,NSXGHWAYCAGGWRIVD,Thar,SUV,Diesel,Manual,2020,Black,2284268.0,2025-05-16,SOLD,2026-08-14 11:46:18
2156,19,26,,SCUEPUUQWFHEXGCZN,Verna,Sedan,Petrol,Automatic,2026,Black,2060644.0,,AVAILABLE,2026-08-14 11:46:18
2157,11,16,7540.0,RDQSVOZYFHHRFLONQ,Scorpio,SUV,Diesel,Manual,2022,Black,2067257.0,2024-03-20,SOLD,2026-08-14 11:46:18
2158,15,31,2613.0,QBSALWFYEZSUCPLZJ,Creta,SUV,Petrol,Automatic,2023,Grey,4987213.0,2022-07-05,SOLD,2026-08-14 11:46:18
2159,5,3,,VYOVEACNJQTTXSQIX,XUV700,SUV,Diesel,Automatic,2018,Blue,2029754.0,,AVAILABLE,2026-08-14 11:46:18
2160,4,17,,ZHRYDMZWPDAOXUGQF,Nexon,SUV,Petrol,Manual,2021,Black,2084598.0,,AVAILABLE,2026-08-14 11:46:18
2161,17,18,,IDVUGDOPRQCFLTYQD,Verna,Sedan,Petrol,Automatic,2025,Grey,2990765.0,,AVAILABLE,2026-08-14 11:46:18
2162,3,39,9964.0,BRDZTLOHGKLQUQACG,Virtus,Sedan,Petrol,Automatic,2023,Silver,4553974.0,2020-02-07,SOLD,2026-08-14 11:46:18
2163,3,22,2079.0,UBOAXWVSAVWHTRTBA,Venue,SUV,Petrol,Manual,2025,Silver,983007.0,2024-05-12,SOLD,2026-08-14 11:46:18
2164,14,37,3306.0,ATACTLRBEAXTMNNOS,Model 3,Sedan,Electric,Automatic,2019,White,2355033.0,2026-03-07,SOLD,2026-08-14 11:46:18
2165,1,46,4029.0,NRXCXIMEPRKNNSRIC,Fortuner,SUV,Diesel,Automatic,2020,Red,1797931.0,2022-05-24,SOLD,2026-08-14 11:46:18
2166,5,9,7650.0,HFKGIXBUIEKJIVCWL,Civic,Sedan,Petrol,Automatic,2019,Red,2209195.0,2022-06-13,SOLD,2026-08-14 11:46:18
2167,17,45,6584.0,UJNKMFPWJSZVNHOCG,Nexon EV,SUV,Electric,Automatic,2018,Red,4510949.0,2023-05-08,SOLD,2026-08-14 11:46:18
2168,1,14,3901.0,CABXZXKEJVVLOMUZW,Sonet,SUV,Diesel,Manual,2023,Blue,789853.0,2024-03-30,SOLD,2026-08-14 11:46:18
2169,11,11,4985.0,NNXICFAMMEZABGDAH,Model 3,Sedan,Electric,Automatic,2019,Grey,2913100.0,2021-07-08,SOLD,2026-08-14 11:46:18
2170,2,41,4875.0,GCISJTLTGKKGMAHSJ,Civic,Sedan,Petrol,Automatic,2025,Silver,1609615.0,2020-08-07,SOLD,2026-08-14 11:46:18
2171,1,44,6011.0,MQEAXFDHQTBFQGXUY,Camry,Sedan,Hybrid,Automatic,2024,Red,1900935.0,2025-09-04,SOLD,2026-08-14 11:46:18
2172,14,9,40.0,OWUEENCFBMPCVAMRL,Baleno,Hatchback,Petrol,Automatic,2018,White,1841347.0,2024-10-26,SOLD,2026-08-14 11:46:18
2173,8,46,,DCPKNCUSIFYLYDGPM,Fortuner,SUV,Diesel,Automatic,2023,Grey,4764404.0,,AVAILABLE,2026-08-14 11:46:18
2174,13,17,4633.0,MONRFTMOIXOJJJAUA,Camry,Sedan,Hybrid,Automatic,2022,Silver,4256558.0,2026-06-07,SOLD,2026-08-14 11:46:18
2175,20,32,,OHGEPIZPFHYSKJGFJ,Virtus,Sedan,Petrol,Automatic,2021,Blue,4884881.0,,AVAILABLE,2026-08-14 11:46:18
2176,19,44,8875.0,PMYXRJJNKUGAWHFQT,Civic,Sedan,Petrol,Automatic,2022,Blue,1149167.0,2023-02-11,SOLD,2026-08-14 11:46:18
2177,17,28,5161.0,MVRAIGXDMUTXNEMRP,Nexon EV,SUV,Electric,Automatic,2022,Blue,619168.0,2023-07-08,SOLD,2026-08-14 11:46:18
2178,7,10,7152.0,ALHUGLHAKBDYPTZJV,Camry,Sedan,Hybrid,Automatic,2020,Black,2315951.0,2023-04-29,SOLD,2026-08-14 11:46:18
2179,8,38,1662.0,YSEQTPHPTHGSGHJCR,Venue,SUV,Petrol,Manual,2020,Grey,1345943.0,2021-06-19,SOLD,2026-08-14 11:46:18
2180,18,38,1223.0,CKXNYNGJWJSWYZAHY,Sonet,SUV,Diesel,Manual,2022,Blue,3264417.0,2021-03-03,SOLD,2026-08-14 11:46:18
2181,11,15,,GJVJNJAXXRYKSKZDB,Venue,SUV,Petrol,Manual,2020,Grey,1114333.0,,AVAILABLE,2026-08-14 11:46:18
2182,15,28,,WWOYNFXFYYPCZILEC,Scorpio,SUV,Diesel,Manual,2026,Grey,2119911.0,,AVAILABLE,2026-08-14 11:46:18
2183,10,32,,IHBZHSPQNEGPRURBM,Verna,Sedan,Petrol,Automatic,2023,Red,1855728.0,,AVAILABLE,2026-08-14 11:46:18
2184,15,48,1053.0,LFTXLNXMQZYNDXQLX,Seltos,SUV,Petrol,Automatic,2026,Black,4704261.0,2025-10-03,SOLD,2026-08-14 11:46:18
2185,5,14,8947.0,URKUOZKAXOYRBTQFW,City,Sedan,Petrol,Automatic,2023,Grey,984933.0,2025-06-01,SOLD,2026-08-14 11:46:18
2186,18,19,811.0,VEYRMUQQCASZNXLEZ,Punch,SUV,Petrol,Manual,2021,Grey,1146216.0,2024-04-23,SOLD,2026-08-14 11:46:18
2187,9,37,7661.0,TKFVITURXHQRUTEHO,Baleno,Hatchback,Petrol,Automatic,2024,White,2773468.0,2026-06-13,SOLD,2026-08-14 11:46:18
2188,11,33,4413.0,RXPWPKBTIYRIBMEYA,Camry,Sedan,Hybrid,Automatic,2021,Grey,3744886.0,2026-05-12,SOLD,2026-08-14 11:46:18
2189,18,16,7288.0,XQOKLSAQAAFXIFYHQ,Nexon,SUV,Petrol,Manual,2024,White,2188883.0,2021-09-23,SOLD,2026-08-14 11:46:18
2190,2,35,2306.0,YEQUAECMPSCURMTLC,Nexon EV,SUV,Electric,Automatic,2024,Red,1201908.0,2024-09-04,SOLD,2026-08-14 11:46:18
2191,5,1,5839.0,TNSXRXBPNXUCHPVOD,Harrier,SUV,Diesel,Automatic,2026,Red,4271674.0,2023-07-29,SOLD,2026-08-14 11:46:18
2192,9,22,8565.0,PETOWFMIGPAFRILKC,Civic,Sedan,Petrol,Automatic,2023,Silver,3205105.0,2024-06-20,SOLD,2026-08-14 11:46:18
2193,16,23,2821.0,BRWLZWSTJTNLKNITX,Harrier,SUV,Diesel,Automatic,2024,Silver,4444829.0,2022-11-09,SOLD,2026-08-14 11:46:18
2194,1,1,7314.0,TXGNJINYMWDXSHKWA,Nexon EV,SUV,Electric,Automatic,2024,Blue,4870628.0,2023-10-14,SOLD,2026-08-14 11:46:18
2195,5,19,6795.0,BNQVPLCCZHCCDWPEL,Nexon EV,SUV,Electric,Automatic,2022,Silver,3460341.0,2024-04-16,SOLD,2026-08-14 11:46:18
2196,4,10,4957.0,CLHCPUZBALWRLNBOX,Scorpio,SUV,Diesel,Manual,2026,Blue,1076390.0,2022-12-01,SOLD,2026-08-14 11:46:18
2197,20,31,,NNGOYAFNNKFXMTUZB,Verna,Sedan,Petrol,Automatic,2021,Blue,2192120.0,,AVAILABLE,2026-08-14 11:46:18
2198,14,35,,ALKGPWFWIVLWJWRSF,Camry,Sedan,Hybrid,Automatic,2023,Red,2457743.0,,AVAILABLE,2026-08-14 11:46:18
2199,2,47,4017.0,UFKCPUYZEOSROSCRE,Punch,SUV,Petrol,Manual,2018,Blue,2127271.0,2024-07-30,SOLD,2026-08-14 11:46:18
2200,10,18,8400.0,DSPKDTDFWTNJMEWIG,XUV700,SUV,Diesel,Automatic,2020,White,1009718.0,2024-08-11,SOLD,2026-08-14 11:46:18
2201,11,47,8761.0,NSCNJTLQYHSVSJPWA,Nexon EV,SUV,Electric,Automatic,2022,Grey,754986.0,2022-07-03,SOLD,2026-08-14 11:46:18
2202,3,14,199.0,NRXRBQCXHJLXFONDP,Venue,SUV,Petrol,Manual,2019,Blue,4134434.0,2026-07-19,SOLD,2026-08-14 11:46:18
2203,16,39,9435.0,SZKLYSRNRLGSRZSZE,Civic,Sedan,Petrol,Automatic,2022,Silver,1631870.0,2025-06-17,SOLD,2026-08-14 11:46:18
2204,5,36,,VURXFOMNTVGYIXBLH,Venue,SUV,Petrol,Manual,2024,Blue,3541529.0,,AVAILABLE,2026-08-14 11:46:18
2205,9,34,,MEZGPAQJDZTWGSSDX,Nexon,SUV,Petrol,Manual,2025,Black,854312.0,,AVAILABLE,2026-08-14 11:46:18
2206,12,49,8064.0,NNCLIIBJAGOLYKPRY,Fortuner,SUV,Diesel,Automatic,2018,Blue,4773487.0,2023-05-10,SOLD,2026-08-14 11:46:18
2207,11,32,309.0,PCPOVLVLPUYVMBNDN,Creta,SUV,Petrol,Automatic,2020,Grey,878807.0,2023-10-11,SOLD,2026-08-14 11:46:18
2208,14,1,4112.0,ISWVVJVDEBQNFSLJS,Scorpio,SUV,Diesel,Manual,2018,Black,1734290.0,2023-01-12,SOLD,2026-08-14 11:46:18
2209,3,23,2293.0,YFVFQLLWBAPAFVNWF,Seltos,SUV,Petrol,Automatic,2022,Blue,4866979.0,2023-09-22,SOLD,2026-08-14 11:46:18
2210,1,30,2517.0,QOGUMONJCSDHIIBJM,Thar,SUV,Diesel,Manual,2019,Blue,2407214.0,2020-06-16,SOLD,2026-08-14 11:46:18
2211,15,43,8726.0,UESSZTTMOPCDSWQNB,City,Sedan,Petrol,Automatic,2023,Blue,4361073.0,2024-11-24,SOLD,2026-08-14 11:46:18
2212,12,8,,EPCYEXHPNVFRURVYO,Verna,Sedan,Petrol,Automatic,2022,Grey,4068184.0,,AVAILABLE,2026-08-14 11:46:18
2213,17,47,,RDQDNEIPWVFMUYSMY,Scorpio,SUV,Diesel,Manual,2026,Grey,4701520.0,,AVAILABLE,2026-08-14 11:46:18
2214,5,39,8520.0,XQVICHCHJSYGSSJOB,Swift,Hatchback,Petrol,Manual,2022,White,4814285.0,2024-06-11,SOLD,2026-08-14 11:46:18
2215,19,27,,LWURBQOJHIOBLCLET,Scorpio,SUV,Diesel,Manual,2020,Red,2343674.0,,AVAILABLE,2026-08-14 11:46:18
2216,1,48,6173.0,ZWNAXYHQHADKZRLMF,Baleno,Hatchback,Petrol,Automatic,2025,Red,1890381.0,2023-02-20,SOLD,2026-08-14 11:46:18
2217,16,19,,HPQUBIWXALHXDDTDN,Seltos,SUV,Petrol,Automatic,2021,Grey,4219949.0,,AVAILABLE,2026-08-14 11:46:18
2218,1,25,,FKLWIBIPTSSWBEZJW,Fortuner,SUV,Diesel,Automatic,2019,Silver,2292112.0,,AVAILABLE,2026-08-14 11:46:18
2219,3,34,8203.0,BIHQZRXBFOWLKREAO,Punch,SUV,Petrol,Manual,2020,Red,2973809.0,2021-09-04,SOLD,2026-08-14 11:46:18
2220,12,22,8991.0,IBDGAODNEXSBESWHT,Virtus,Sedan,Petrol,Automatic,2020,Black,4026641.0,2020-04-05,SOLD,2026-08-14 11:46:18
2221,5,30,,SHRMVLHHYFZUGVKBT,XUV700,SUV,Diesel,Automatic,2019,Red,4474163.0,,AVAILABLE,2026-08-14 11:46:18
2222,20,33,,XGDPOPLDFYLBMNURH,Virtus,Sedan,Petrol,Automatic,2020,Black,1770910.0,,AVAILABLE,2026-08-14 11:46:18
2223,16,44,,TUHVVOPBGDFHCRPYL,Virtus,Sedan,Petrol,Automatic,2023,Silver,4093791.0,,AVAILABLE,2026-08-14 11:46:18
2224,18,41,,OCUPYFJTXOSHEEMSI,City,Sedan,Petrol,Automatic,2025,Red,2853574.0,,AVAILABLE,2026-08-14 11:46:18
2225,19,21,,KCJNIWNGQQFHECPLM,Venue,SUV,Petrol,Manual,2024,Red,4234356.0,,AVAILABLE,2026-08-14 11:46:18
2226,11,21,1269.0,YOKICRAYAGQZOKUNN,Thar,SUV,Diesel,Manual,2025,Grey,833795.0,2026-02-08,SOLD,2026-08-14 11:46:18
2227,7,30,,JOAJKHQATNPODVXBB,Seltos,SUV,Petrol,Automatic,2023,Red,1043598.0,,AVAILABLE,2026-08-14 11:46:18
2228,20,4,6056.0,ZIUMHLGDNQXPONXQT,Sonet,SUV,Diesel,Manual,2020,Red,3776645.0,2025-09-19,SOLD,2026-08-14 11:46:18
2229,18,14,,PNXRLSGBXGIYTJSVU,Seltos,SUV,Petrol,Automatic,2025,Red,4792672.0,,AVAILABLE,2026-08-14 11:46:18
2230,7,34,277.0,YJHDRHSAORZPPBLIO,Nexon,SUV,Petrol,Manual,2019,Black,3843646.0,2025-05-15,SOLD,2026-08-14 11:46:18
2231,8,38,2956.0,BQYMMZUTAEWGREFUY,Fortuner,SUV,Diesel,Automatic,2023,Grey,733684.0,2021-04-14,SOLD,2026-08-14 11:46:18
2232,3,36,,VINVBNUPHDVVNYRWC,Sonet,SUV,Diesel,Manual,2024,Grey,4887197.0,,AVAILABLE,2026-08-14 11:46:18
2233,4,33,436.0,XGJZVWWJHJUTKPANC,XUV700,SUV,Diesel,Automatic,2024,Red,559079.0,2025-06-23,SOLD,2026-08-14 11:46:18
2234,20,3,,WTVLIBIRCMHPHVESG,Harrier,SUV,Diesel,Automatic,2021,Red,1606920.0,,AVAILABLE,2026-08-14 11:46:18
2235,5,38,,MDRFNHJYZFACYNJLK,Sonet,SUV,Diesel,Manual,2021,Silver,2437498.0,,AVAILABLE,2026-08-14 11:46:18
2236,17,43,9953.0,WELDPCJANKDGSSPEP,Camry,Sedan,Hybrid,Automatic,2021,Grey,887722.0,2025-02-03,SOLD,2026-08-14 11:46:18
2237,11,3,7541.0,FFFMPULIWGYGNZQLR,Camry,Sedan,Hybrid,Automatic,2026,Grey,3970918.0,2025-09-24,SOLD,2026-08-14 11:46:18
2238,8,13,7309.0,JKBZEXBFIVLYJGEZC,Swift,Hatchback,Petrol,Manual,2025,Black,4583896.0,2020-02-24,SOLD,2026-08-14 11:46:18
2239,4,50,3573.0,VOZBYDIIRUJYDYYNG,Scorpio,SUV,Diesel,Manual,2023,Silver,3208720.0,2021-02-14,SOLD,2026-08-14 11:46:18
2240,2,44,537.0,DOSARCXCXOFZUGHOQ,Swift,Hatchback,Petrol,Manual,2019,Blue,1565171.0,2024-01-04,SOLD,2026-08-14 11:46:18
2241,16,40,3648.0,UBJJROBKLQILVXCAO,Model 3,Sedan,Electric,Automatic,2022,Silver,2797207.0,2025-10-16,SOLD,2026-08-14 11:46:18
2242,2,20,8805.0,CKPGYKVLQESVAXAWS,Baleno,Hatchback,Petrol,Automatic,2019,Silver,1378040.0,2022-05-07,SOLD,2026-08-14 11:46:18
2243,3,20,1678.0,IQOPOOXBYJNEEMFOR,Civic,Sedan,Petrol,Automatic,2023,White,2402718.0,2021-09-16,SOLD,2026-08-14 11:46:18
2244,7,26,1866.0,OPQNGOTYKXGKLVXTM,Sonet,SUV,Diesel,Manual,2026,Blue,3801285.0,2023-08-21,SOLD,2026-08-14 11:46:18
2245,3,48,7175.0,FHJGQAGQOESVBWQDB,Nexon EV,SUV,Electric,Automatic,2026,White,4244747.0,2025-01-18,SOLD,2026-08-14 11:46:18
2246,5,15,4375.0,PUHMUDKWTZAYGNDTT,Verna,Sedan,Petrol,Automatic,2026,Silver,4076497.0,2024-01-02,SOLD,2026-08-14 11:46:18
2247,9,27,4808.0,JTTMMJDWNCUJZCCMD,Civic,Sedan,Petrol,Automatic,2024,Grey,2445339.0,2020-04-11,SOLD,2026-08-14 11:46:18
2248,14,20,,JVNCYOKSJOFYDEFFR,Nexon,SUV,Petrol,Manual,2020,Blue,2328122.0,,AVAILABLE,2026-08-14 11:46:18
2249,11,31,8291.0,AREQCVYGDYCAWVXSC,Thar,SUV,Diesel,Manual,2023,Blue,1498455.0,2022-05-03,SOLD,2026-08-14 11:46:18
2250,16,24,2625.0,BCDFBRMNNQRWBNVOD,City,Sedan,Petrol,Automatic,2021,White,4184127.0,2021-08-26,SOLD,2026-08-14 11:46:18
2251,17,26,3415.0,NFMEBDNBLLYJCRKSV,Sonet,SUV,Diesel,Manual,2019,Silver,1646765.0,2020-06-03,SOLD,2026-08-14 11:46:18
2252,18,24,3716.0,SUEKNEXVDYLZLFFOU,Verna,Sedan,Petrol,Automatic,2022,White,1968428.0,2022-07-17,SOLD,2026-08-14 11:46:18
2253,13,48,,LNNANYKBDPKYFHQHD,Baleno,Hatchback,Petrol,Automatic,2022,Blue,3410507.0,,AVAILABLE,2026-08-14 11:46:18
2254,8,38,393.0,BKZJFCXUTHUMVIQFP,Camry,Sedan,Hybrid,Automatic,2022,Silver,2238991.0,2025-03-26,SOLD,2026-08-14 11:46:18
2255,13,31,2005.0,AMBVQTWNVVKQYNUOS,Venue,SUV,Petrol,Manual,2026,Silver,3492523.0,2023-11-15,SOLD,2026-08-14 11:46:18
2256,3,41,,PXYSBWSDXXFZGVVPO,Civic,Sedan,Petrol,Automatic,2024,White,1463889.0,,AVAILABLE,2026-08-14 11:46:18
2257,15,1,,SWFNKNTHABREVMKIS,Swift,Hatchback,Petrol,Manual,2020,White,1855279.0,,AVAILABLE,2026-08-14 11:46:18
2258,17,43,9041.0,AZUZQWOQKIVLKEXOY,Harrier,SUV,Diesel,Automatic,2019,Black,2904839.0,2020-10-21,SOLD,2026-08-14 11:46:18
2259,10,18,960.0,IKDFDUPJUAWLLFPQV,Civic,Sedan,Petrol,Automatic,2025,Red,2206206.0,2022-11-11,SOLD,2026-08-14 11:46:18
2260,10,2,2055.0,ESXSQTQTEFPACILES,XUV700,SUV,Diesel,Automatic,2022,Grey,3897957.0,2026-01-04,SOLD,2026-08-14 11:46:18
2261,8,13,6960.0,HSPYUEOKCTJTJPXRK,Nexon,SUV,Petrol,Manual,2024,Grey,748052.0,2023-11-25,SOLD,2026-08-14 11:46:18
2262,6,8,6810.0,AKVOPNQRYOPWMTSTS,Sonet,SUV,Diesel,Manual,2025,White,4295173.0,2024-03-24,SOLD,2026-08-14 11:46:18
2263,20,48,6781.0,SDWVWEANONFCADQWK,Fortuner,SUV,Diesel,Automatic,2018,Black,1153971.0,2024-11-18,SOLD,2026-08-14 11:46:18
2264,11,48,4553.0,JMXQJIPLUUEKOXIOV,Fortuner,SUV,Diesel,Automatic,2020,Black,769036.0,2021-12-13,SOLD,2026-08-14 11:46:18
2265,5,44,,YQLHDPINXGPHKXVUO,Creta,SUV,Petrol,Automatic,2019,Black,832338.0,,AVAILABLE,2026-08-14 11:46:18
2266,15,28,,UYEFKPSMLTMLWSSQU,Sonet,SUV,Diesel,Manual,2025,Silver,4031402.0,,AVAILABLE,2026-08-14 11:46:18
2267,20,48,,IQWYCSZSGDRONJJXG,Nexon,SUV,Petrol,Manual,2019,Silver,4294498.0,,AVAILABLE,2026-08-14 11:46:18
2268,5,41,,YPZAHUNRCFBKDKKSD,Verna,Sedan,Petrol,Automatic,2019,Silver,3885687.0,,AVAILABLE,2026-08-14 11:46:18
2269,10,2,,APFJSIUTDPXALWSPZ,Model 3,Sedan,Electric,Automatic,2023,White,2557836.0,,AVAILABLE,2026-08-14 11:46:18
2270,15,20,7116.0,NZITXAHIYTHYDKUEL,Fortuner,SUV,Diesel,Automatic,2024,White,1675348.0,2023-06-12,SOLD,2026-08-14 11:46:18
2271,4,36,,TURAUYTCYJUKVVUVQ,Fortuner,SUV,Diesel,Automatic,2024,Black,1575760.0,,AVAILABLE,2026-08-14 11:46:18
2272,3,37,5845.0,YSDGYYJYQRGREJRGY,Virtus,Sedan,Petrol,Automatic,2023,Blue,3308968.0,2024-04-11,SOLD,2026-08-14 11:46:18
2273,6,41,7188.0,RNWRAXEOXUODNGJET,Scorpio,SUV,Diesel,Manual,2019,Silver,2703756.0,2024-03-18,SOLD,2026-08-14 11:46:18
2274,20,3,,PNZPSIPWCULEMOSKO,Nexon,SUV,Petrol,Manual,2018,Black,3212677.0,,AVAILABLE,2026-08-14 11:46:18
2275,11,22,3413.0,BJLTQSLGWOVZZYFUA,Punch,SUV,Petrol,Manual,2022,Blue,2920519.0,2023-01-15,SOLD,2026-08-14 11:46:18
2276,13,31,,GJCVSTILUJIFSCNSQ,XUV700,SUV,Diesel,Automatic,2021,Blue,4995821.0,,AVAILABLE,2026-08-14 11:46:18
2277,1,20,3825.0,NQACNQTQLKOLCNWYQ,Civic,Sedan,Petrol,Automatic,2023,Silver,2619725.0,2020-09-27,SOLD,2026-08-14 11:46:18
2278,13,47,7901.0,EIHMFNRDDEZXJZKHI,Punch,SUV,Petrol,Manual,2020,Silver,2160718.0,2023-04-12,SOLD,2026-08-14 11:46:18
2279,3,8,9640.0,KUXFRBYMWJRDZXNFM,Venue,SUV,Petrol,Manual,2026,Red,4912266.0,2025-02-18,SOLD,2026-08-14 11:46:18
2280,19,21,,NYLONHDBJXDLSQFAS,Thar,SUV,Diesel,Manual,2022,White,567756.0,,AVAILABLE,2026-08-14 11:46:18
2281,19,21,,VHKFTSVNRMHCBKBBP,Verna,Sedan,Petrol,Automatic,2024,Red,4656950.0,,AVAILABLE,2026-08-14 11:46:18
2282,4,33,,VGURXTRWVYJMXYHGY,Thar,SUV,Diesel,Manual,2023,Blue,4932007.0,,AVAILABLE,2026-08-14 11:46:18
2283,2,4,8781.0,QIXHUTTTXIZPIVIJH,Harrier,SUV,Diesel,Automatic,2019,Silver,2540183.0,2025-05-21,SOLD,2026-08-14 11:46:18
2284,7,38,1064.0,VUXNWZRZDSKPRXCMT,Punch,SUV,Petrol,Manual,2024,Red,2419648.0,2022-10-21,SOLD,2026-08-14 11:46:18
2285,18,27,243.0,YWTKJHSPCFZKOFFKE,Scorpio,SUV,Diesel,Manual,2026,Red,1151092.0,2025-06-13,SOLD,2026-08-14 11:46:18
2286,4,3,8594.0,NQUALJDHMKTBGLAVP,Model 3,Sedan,Electric,Automatic,2022,Black,4050433.0,2023-08-04,SOLD,2026-08-14 11:46:18
2287,11,49,6661.0,NROQXJVLOUCCYDTWW,City,Sedan,Petrol,Automatic,2020,Red,519290.0,2026-02-22,SOLD,2026-08-14 11:46:18
2288,19,43,,ONJSTSBBTDXUVKZZH,Thar,SUV,Diesel,Manual,2023,Silver,1104835.0,,AVAILABLE,2026-08-14 11:46:18
2289,6,46,,LENSPYZVLYLLYUJQO,Thar,SUV,Diesel,Manual,2018,Black,778840.0,,AVAILABLE,2026-08-14 11:46:18
2290,7,4,7074.0,HVVNHPLPHZHXRNWQZ,Scorpio,SUV,Diesel,Manual,2018,Grey,3311334.0,2023-10-05,SOLD,2026-08-14 11:46:18
2291,11,9,,XNBLSEUOCDOMOHPSU,Scorpio,SUV,Diesel,Manual,2019,Silver,1301753.0,,AVAILABLE,2026-08-14 11:46:18
2292,5,2,601.0,ZEVVCHUKYWAECRLIR,Fortuner,SUV,Diesel,Automatic,2019,Silver,3142722.0,2021-02-26,SOLD,2026-08-14 11:46:18
2293,11,48,313.0,VWTRDCENUKZNBTAAL,Virtus,Sedan,Petrol,Automatic,2024,Black,3870503.0,2021-01-25,SOLD,2026-08-14 11:46:18
2294,7,48,,YCUQNDPJVTDNRYVWF,Seltos,SUV,Petrol,Automatic,2020,Silver,1638195.0,,AVAILABLE,2026-08-14 11:46:18
2295,2,3,,FFMLSOCYQIEXRXXWK,Swift,Hatchback,Petrol,Manual,2020,Grey,1594643.0,,AVAILABLE,2026-08-14 11:46:18
2296,6,4,452.0,NWIPEVQYVRKHZFQTA,Baleno,Hatchback,Petrol,Automatic,2019,White,888871.0,2021-01-26,SOLD,2026-08-14 11:46:18
2297,7,17,3664.0,BSOKOAWPWDFEADZXE,Sonet,SUV,Diesel,Manual,2021,Black,1347490.0,2026-06-16,SOLD,2026-08-14 11:46:18
2298,6,24,1913.0,LPBJBBLYYJJGTBWXF,Scorpio,SUV,Diesel,Manual,2021,Grey,1828116.0,2022-05-29,SOLD,2026-08-14 11:46:18
2299,20,17,6746.0,GWRJJAIPFBRKNRUTV,Swift,Hatchback,Petrol,Manual,2020,Black,3295558.0,2023-03-06,SOLD,2026-08-14 11:46:18
2300,10,12,4882.0,DWMUAYQJPKLNDGBLS,Seltos,SUV,Petrol,Automatic,2018,Black,4091975.0,2024-12-18,SOLD,2026-08-14 11:46:18
2301,9,38,3168.0,OFTZJDZABMZSOAMBM,Seltos,SUV,Petrol,Automatic,2018,Grey,1958507.0,2023-01-01,SOLD,2026-08-14 11:46:18
2302,19,23,7436.0,SKRXJGHXYYZARIWKX,Creta,SUV,Petrol,Automatic,2022,Grey,2534262.0,2025-04-23,SOLD,2026-08-14 11:46:18
2303,19,36,,IAIYZFEAXDTKSUMMQ,Baleno,Hatchback,Petrol,Automatic,2021,Silver,4458564.0,,AVAILABLE,2026-08-14 11:46:18
2304,13,50,2910.0,CGDUFPXHFYDUAAHOP,Punch,SUV,Petrol,Manual,2023,Silver,3891381.0,2024-04-20,SOLD,2026-08-14 11:46:18
2305,19,5,6392.0,QXURFKJTSBHGLCFGH,Venue,SUV,Petrol,Manual,2021,Grey,3601536.0,2021-10-07,SOLD,2026-08-14 11:46:18
2306,17,4,6824.0,EAGJTCKLSWNCZTRJY,Model 3,Sedan,Electric,Automatic,2022,Red,1382702.0,2023-05-14,SOLD,2026-08-14 11:46:18
2307,12,15,9530.0,ZMQNLUJKFOYIGXOKF,Creta,SUV,Petrol,Automatic,2022,Red,1835919.0,2024-02-28,SOLD,2026-08-14 11:46:18
